Ressource;"Code Attributaire";Attributaire;"Date d'effet (attribution)";"N° décision d'attribution"
00593;FRTE;Orange;01/01/2017;2016-1702
00594;FRTE;Orange;01/01/2017;2016-1702
00595;FRTE;Orange;01/01/2017;2016-1702
00596;FRTE;Orange;01/01/2017;2016-1702
00597;FRTE;Orange;01/01/2017;2016-1702
00598;FRTE;Orange;01/01/2017;2016-1702
00599;FRTE;Orange;01/01/2017;2016-1702
00600;FRTE;Orange;01/01/2017;2016-1702
00601;FRTE;Orange;01/01/2017;2016-1702
00602;FRTE;Orange;01/01/2017;2016-1702
00603;FRTE;Orange;01/01/2017;2016-1702
00604;FRTE;Orange;01/01/2017;2016-1702
00605;FRTE;Orange;01/01/2017;2016-1702
00606;FRTE;Orange;01/01/2017;2016-1702
00607;FRTE;Orange;01/01/2017;2016-1702
00608;FRTE;Orange;01/01/2017;2016-1702
00609;FRTE;Orange;01/01/2017;2016-1702
00610;FRTE;Orange;01/01/2017;2016-1702
00611;FRTE;Orange;01/01/2017;2016-1702
00612;FRTE;Orange;01/01/2017;2016-1702
00613;FRTE;Orange;01/01/2017;2016-1702
00614;FRTE;Orange;01/01/2017;2016-1702
00615;FRTE;Orange;01/01/2017;2016-1702
00616;FRTE;Orange;01/01/2017;2016-1702
00617;FRTE;Orange;01/01/2017;2016-1702
00618;FRTE;Orange;01/01/2017;2016-1702
00619;FRTE;Orange;01/01/2017;2016-1702
00620;FRTE;Orange;01/01/2017;2016-1702
00621;FRTE;Orange;01/01/2017;2016-1702
00622;FRTE;Orange;01/01/2017;2016-1702
00623;FRTE;Orange;01/01/2017;2016-1702
00624;FRTE;Orange;01/01/2017;2016-1702
00625;FRTE;Orange;01/01/2017;2016-1702
00626;FRTE;Orange;01/01/2017;2016-1702
00627;FRTE;Orange;01/01/2017;2016-1702
00628;FRTE;Orange;01/01/2017;2016-1702
00629;FRTE;Orange;01/01/2017;2016-1702
00630;FRTE;Orange;01/01/2017;2016-1702
00631;FRTE;Orange;01/01/2017;2016-1702
00632;FRTE;Orange;01/01/2017;2016-1702
00633;FRTE;Orange;01/01/2017;2016-1702
00634;FRTE;Orange;01/01/2017;2016-1702
00635;FRTE;Orange;01/01/2017;2016-1702
00636;FRTE;Orange;01/01/2017;2016-1702
00637;FRTE;Orange;01/01/2017;2016-1702
00638;FRTE;Orange;01/01/2017;2016-1702
00639;FRTE;Orange;01/01/2017;2016-1702
00640;FRTE;Orange;01/01/2017;2016-1702
00641;FRTE;Orange;01/01/2017;2016-1702
00642;FRTE;Orange;01/01/2017;2016-1702
00643;FRTE;Orange;01/01/2017;2016-1702
00644;FRTE;Orange;01/01/2017;2016-1702
00645;FRTE;Orange;01/01/2017;2016-1702
00646;FRTE;Orange;01/01/2017;2016-1702
00647;FRTE;Orange;01/01/2017;2016-1702
00648;FRTE;Orange;01/01/2017;2016-1702
00649;FRTE;Orange;01/01/2017;2016-1702
00650;FRTE;Orange;01/01/2017;2016-1702
00651;FRTE;Orange;01/01/2017;2016-1702
00652;FRTE;Orange;01/01/2017;2016-1702
00653;FRTE;Orange;01/01/2017;2016-1702
00654;FRTE;Orange;01/01/2017;2016-1702
00655;FRTE;Orange;01/01/2017;2016-1702
00656;FRTE;Orange;01/01/2017;2016-1702
00657;FRTE;Orange;01/01/2017;2016-1702
00658;FRTE;Orange;01/01/2017;2016-1702
00659;FRTE;Orange;01/01/2017;2016-1702
00660;FRTE;Orange;01/01/2017;2016-1702
00661;FRTE;Orange;01/01/2017;2016-1702
00662;FRTE;Orange;01/01/2017;2016-1702
00663;FRTE;Orange;01/01/2017;2016-1702
00664;FRTE;Orange;01/01/2017;2016-1702
00665;FRTE;Orange;01/01/2017;2016-1702
00666;FRTE;Orange;01/01/2017;2016-1702
00667;FRTE;Orange;01/01/2017;2016-1702
00668;FRTE;Orange;01/01/2017;2016-1702
00669;FRTE;Orange;01/01/2017;2016-1702
00670;FRTE;Orange;01/01/2017;2016-1702
00671;FRTE;Orange;01/01/2017;2016-1702
00672;FRTE;Orange;01/01/2017;2016-1702
00673;FRTE;Orange;01/01/2017;2016-1702
00674;FRTE;Orange;01/01/2017;2016-1702
00675;FRTE;Orange;01/01/2017;2016-1702
00676;FRTE;Orange;01/01/2017;2016-1702
00677;FRTE;Orange;01/01/2017;2016-1702
00678;FRTE;Orange;01/01/2017;2016-1702
00679;FRTE;Orange;01/01/2017;2016-1702
00680;FRTE;Orange;01/01/2017;2016-1702
00681;FRTE;Orange;01/01/2017;2016-1702
00682;FRTE;Orange;01/01/2017;2016-1702
00683;FRTE;Orange;01/01/2017;2016-1702
00684;FRTE;Orange;01/01/2017;2016-1702
00685;FRTE;Orange;01/01/2017;2016-1702
00686;FRTE;Orange;01/01/2017;2016-1702
00687;FRTE;Orange;01/01/2017;2016-1702
00688;FRTE;Orange;01/01/2017;2016-1702
00689;FRTE;Orange;01/01/2017;2016-1702
00690;FRTE;Orange;01/01/2017;2016-1702
00691;FRTE;Orange;01/01/2017;2016-1702
00692;FRTE;Orange;01/01/2017;2016-1702
00693;FRTE;Orange;01/01/2017;2016-1702
00694;FRTE;Orange;01/01/2017;2016-1702
00695;FRTE;Orange;01/01/2017;2016-1702
00696;FRTE;Orange;01/01/2017;2016-1702
00697;FRTE;Orange;01/01/2017;2016-1702
00698;FRTE;Orange;01/01/2017;2016-1702
00699;FRTE;Orange;01/01/2017;2016-1702
00700;FRTE;Orange;01/01/2017;2016-1702
00701;FRTE;Orange;01/01/2017;2016-1702
00702;FRTE;Orange;01/01/2017;2016-1702
00703;FRTE;Orange;01/01/2017;2016-1702
00704;FRTE;Orange;01/01/2017;2016-1702
00705;FRTE;Orange;01/01/2017;2016-1702
00706;FRTE;Orange;01/01/2017;2016-1702
00707;FRTE;Orange;01/01/2017;2016-1702
00708;FRTE;Orange;01/01/2017;2016-1702
00709;FRTE;Orange;01/01/2017;2016-1702
00710;FRTE;Orange;01/01/2017;2016-1702
00711;FRTE;Orange;01/01/2017;2016-1702
00712;FRTE;Orange;01/01/2017;2016-1702
00713;FRTE;Orange;01/01/2017;2016-1702
00714;FRTE;Orange;01/01/2017;2016-1702
00715;FRTE;Orange;01/01/2017;2016-1702
00716;FRTE;Orange;01/01/2017;2016-1702
00717;FRTE;Orange;01/01/2017;2016-1702
00718;FRTE;Orange;01/01/2017;2016-1702
00719;FRTE;Orange;01/01/2017;2016-1702
00720;FRTE;Orange;01/01/2017;2016-1702
00721;FRTE;Orange;01/01/2017;2016-1702
00722;FRTE;Orange;01/01/2017;2016-1702
00723;FRTE;Orange;01/01/2017;2016-1702
00724;FRTE;Orange;01/01/2017;2016-1702
00725;FRTE;Orange;01/01/2017;2016-1702
00726;FRTE;Orange;01/01/2017;2016-1702
00727;FRTE;Orange;01/01/2017;2016-1702
00728;FRTE;Orange;01/01/2017;2016-1702
00729;FRTE;Orange;01/01/2017;2016-1702
00730;FRTE;Orange;01/01/2017;2016-1702
00731;FRTE;Orange;01/01/2017;2016-1702
00732;FRTE;Orange;01/01/2017;2016-1702
00733;FRTE;Orange;01/01/2017;2016-1702
00734;FRTE;Orange;01/01/2017;2016-1702
00735;FRTE;Orange;01/01/2017;2016-1702
00736;FRTE;Orange;01/01/2017;2016-1702
00737;FRTE;Orange;01/01/2017;2016-1702
00738;FRTE;Orange;01/01/2017;2016-1702
00739;FRTE;Orange;01/01/2017;2016-1702
00740;FRTE;Orange;01/01/2017;2016-1702
00741;FRTE;Orange;01/01/2017;2016-1702
00742;FRTE;Orange;01/01/2017;2016-1702
00743;FRTE;Orange;01/01/2017;2016-1702
00744;FRTE;Orange;01/01/2017;2016-1702
00745;FRTE;Orange;01/01/2017;2016-1702
00746;FRTE;Orange;01/01/2017;2016-1702
00747;FRTE;Orange;01/01/2017;2016-1702
00748;FRTE;Orange;01/01/2017;2016-1702
00749;FRTE;Orange;01/01/2017;2016-1702
00750;FRTE;Orange;01/01/2017;2016-1702
00751;FRTE;Orange;01/01/2017;2016-1702
00752;FRTE;Orange;01/01/2017;2016-1702
00753;FRTE;Orange;01/01/2017;2016-1702
00754;FRTE;Orange;01/01/2017;2016-1702
00755;FRTE;Orange;01/01/2017;2016-1702
00756;FRTE;Orange;01/01/2017;2016-1702
00757;FRTE;Orange;01/01/2017;2016-1702
00758;FRTE;Orange;01/01/2017;2016-1702
00759;FRTE;Orange;01/01/2017;2016-1702
00760;FRTE;Orange;01/01/2017;2016-1702
00761;FRTE;Orange;01/01/2017;2016-1702
00762;FRTE;Orange;01/01/2017;2016-1702
00763;FRTE;Orange;01/01/2017;2016-1702
00764;FRTE;Orange;01/01/2017;2016-1702
00805;FRTE;Orange;01/01/2017;2016-1702
00806;FRTE;Orange;01/01/2017;2016-1702
00807;FRTE;Orange;01/01/2017;2016-1702
00808;FRTE;Orange;01/01/2017;2016-1702
00809;FRTE;Orange;01/01/2017;2016-1702
00810;FRTE;Orange;01/01/2017;2016-1702
00811;FRTE;Orange;01/01/2017;2016-1702
00812;FRTE;Orange;01/01/2017;2016-1702
00813;FRTE;Orange;01/01/2017;2016-1702
00814;FRTE;Orange;01/01/2017;2016-1702
00815;FRTE;Orange;01/01/2017;2016-1702
00816;FRTE;Orange;01/01/2017;2016-1702
00817;FRTE;Orange;01/01/2017;2016-1702
00818;FRTE;Orange;01/01/2017;2016-1702
00819;FRTE;Orange;01/01/2017;2016-1702
00820;FRTE;Orange;01/01/2017;2016-1702
00821;FRTE;Orange;01/01/2017;2016-1702
00822;FRTE;Orange;01/01/2017;2016-1702
00823;FRTE;Orange;01/01/2017;2016-1702
00824;FRTE;Orange;01/01/2017;2016-1702
00825;FRTE;Orange;01/01/2017;2016-1702
00826;FRTE;Orange;01/01/2017;2016-1702
00827;FRTE;Orange;01/01/2017;2016-1702
00828;FRTE;Orange;01/01/2017;2016-1702
00829;FRTE;Orange;01/01/2017;2016-1702
00830;FRTE;Orange;01/01/2017;2016-1702
00831;FRTE;Orange;01/01/2017;2016-1702
00832;FRTE;Orange;01/01/2017;2016-1702
00833;FRTE;Orange;01/01/2017;2016-1702
00834;FRTE;Orange;01/01/2017;2016-1702
00835;FRTE;Orange;01/01/2017;2016-1702
00836;FRTE;Orange;01/01/2017;2016-1702
00837;FRTE;Orange;01/01/2017;2016-1702
00838;FRTE;Orange;01/01/2017;2016-1702
00839;FRTE;Orange;01/01/2017;2016-1702
00840;FRTE;Orange;01/01/2017;2016-1702
00841;FRTE;Orange;01/01/2017;2016-1702
00842;FRTE;Orange;01/01/2017;2016-1702
00843;FRTE;Orange;01/01/2017;2016-1702
00844;FRTE;Orange;01/01/2017;2016-1702
00845;FRTE;Orange;01/01/2017;2016-1702
00846;FRTE;Orange;01/01/2017;2016-1702
00847;FRTE;Orange;01/01/2017;2016-1702
00848;FRTE;Orange;01/01/2017;2016-1702
00849;FRTE;Orange;01/01/2017;2016-1702
00850;FRTE;Orange;01/01/2017;2016-1702
00851;FRTE;Orange;01/01/2017;2016-1702
00852;FRTE;Orange;01/01/2017;2016-1702
00853;FRTE;Orange;01/01/2017;2016-1702
00854;FRTE;Orange;01/01/2017;2016-1702
00855;FRTE;Orange;01/01/2017;2016-1702
00856;FRTE;Orange;01/01/2017;2016-1702
00857;FRTE;Orange;01/01/2017;2016-1702
00858;FRTE;Orange;01/01/2017;2016-1702
00859;FRTE;Orange;01/01/2017;2016-1702
00860;FRTE;Orange;01/01/2017;2016-1702
00861;FRTE;Orange;01/01/2017;2016-1702
00862;FRTE;Orange;01/01/2017;2016-1702
00863;FRTE;Orange;01/01/2017;2016-1702
00864;FRTE;Orange;01/01/2017;2016-1702
00865;FRTE;Orange;01/01/2017;2016-1702
00866;FRTE;Orange;01/01/2017;2016-1702
00867;FRTE;Orange;01/01/2017;2016-1702
00868;FRTE;Orange;01/01/2017;2016-1702
00869;FRTE;Orange;01/01/2017;2016-1702
00870;FRTE;Orange;01/01/2017;2016-1702
00871;FRTE;Orange;01/01/2017;2016-1702
00872;FRTE;Orange;01/01/2017;2016-1702
00873;FRTE;Orange;01/01/2017;2016-1702
00874;FRTE;Orange;01/01/2017;2016-1702
00875;FRTE;Orange;01/01/2017;2016-1702
00876;FRTE;Orange;01/01/2017;2016-1702
00877;FRTE;Orange;01/01/2017;2016-1702
00878;FRTE;Orange;01/01/2017;2016-1702
00879;FRTE;Orange;01/01/2017;2016-1702
00880;FRTE;Orange;01/01/2017;2016-1702
00881;FRTE;Orange;01/01/2017;2016-1702
00882;FRTE;Orange;01/01/2017;2016-1702
00883;FRTE;Orange;01/01/2017;2016-1702
00884;FRTE;Orange;01/01/2017;2016-1702
00885;FRTE;Orange;01/01/2017;2016-1702
00886;FRTE;Orange;01/01/2017;2016-1702
00887;FRTE;Orange;01/01/2017;2016-1702
00888;FRTE;Orange;01/01/2017;2016-1702
00889;FRTE;Orange;01/01/2017;2016-1702
00890;FRTE;Orange;01/01/2017;2016-1702
00891;FRTE;Orange;01/01/2017;2016-1702
00892;FRTE;Orange;01/01/2017;2016-1702
00893;FRTE;Orange;01/01/2017;2016-1702
00894;FRTE;Orange;01/01/2017;2016-1702
00895;FRTE;Orange;01/01/2017;2016-1702
00896;FRTE;Orange;01/01/2017;2016-1702
00897;FRTE;Orange;01/01/2017;2016-1702
00898;FRTE;Orange;01/01/2017;2016-1702
00899;FRTE;Orange;01/01/2017;2016-1702
00900;FRTE;Orange;01/01/2017;2016-1702
00901;FRTE;Orange;01/01/2017;2016-1702
00902;FRTE;Orange;01/01/2017;2016-1702
00903;FRTE;Orange;01/01/2017;2016-1702
00904;FRTE;Orange;01/01/2017;2016-1702
00905;FRTE;Orange;01/01/2017;2016-1702
00906;FRTE;Orange;01/01/2017;2016-1702
00907;FRTE;Orange;01/01/2017;2016-1702
00908;FRTE;Orange;01/01/2017;2016-1702
00909;FRTE;Orange;01/01/2017;2016-1702
00910;FRTE;Orange;01/01/2017;2016-1702
00911;FRTE;Orange;01/01/2017;2016-1702
00912;FRTE;Orange;01/01/2017;2016-1702
00913;FRTE;Orange;01/01/2017;2016-1702
00914;FRTE;Orange;01/01/2017;2016-1702
00915;FRTE;Orange;01/01/2017;2016-1702
00916;FRTE;Orange;01/01/2017;2016-1702
00917;FRTE;Orange;01/01/2017;2016-1702
00918;FRTE;Orange;01/01/2017;2016-1702
00919;FRTE;Orange;01/01/2017;2016-1702
00920;FRTE;Orange;01/01/2017;2016-1702
00921;FRTE;Orange;01/01/2017;2016-1702
00922;FRTE;Orange;01/01/2017;2016-1702
00923;FRTE;Orange;01/01/2017;2016-1702
00924;FRTE;Orange;01/01/2017;2016-1702
00925;FRTE;Orange;01/01/2017;2016-1702
00926;FRTE;Orange;01/01/2017;2016-1702
00927;FRTE;Orange;01/01/2017;2016-1702
00928;FRTE;Orange;01/01/2017;2016-1702
00929;FRTE;Orange;01/01/2017;2016-1702
00930;FRTE;Orange;01/01/2017;2016-1702
00931;FRTE;Orange;01/01/2017;2016-1702
00932;FRTE;Orange;01/01/2017;2016-1702
00933;FRTE;Orange;01/01/2017;2016-1702
00934;FRTE;Orange;01/01/2017;2016-1702
00935;FRTE;Orange;01/01/2017;2016-1702
00936;FRTE;Orange;01/01/2017;2016-1702
00937;FRTE;Orange;01/01/2017;2016-1702
00938;FRTE;Orange;01/01/2017;2016-1702
00939;FRTE;Orange;01/01/2017;2016-1702
00940;FRTE;Orange;01/01/2017;2016-1702
00941;FRTE;Orange;01/01/2017;2016-1702
00942;FRTE;Orange;01/01/2017;2016-1702
00943;FRTE;Orange;01/01/2017;2016-1702
00944;FRTE;Orange;01/01/2017;2016-1702
00945;FRTE;Orange;01/01/2017;2016-1702
00946;FRTE;Orange;01/01/2017;2016-1702
00947;FRTE;Orange;01/01/2017;2016-1702
00948;FRTE;Orange;01/01/2017;2016-1702
00949;FRTE;Orange;01/01/2017;2016-1702
00950;FRTE;Orange;01/01/2017;2016-1702
00951;FRTE;Orange;01/01/2017;2016-1702
00952;FRTE;Orange;01/01/2017;2016-1702
00953;FRTE;Orange;01/01/2017;2016-1702
00954;FRTE;Orange;01/01/2017;2016-1702
00955;FRTE;Orange;01/01/2017;2016-1702
00956;FRTE;Orange;01/01/2017;2016-1702
00957;FRTE;Orange;01/01/2017;2016-1702
00958;FRTE;Orange;01/01/2017;2016-1702
00959;FRTE;Orange;01/01/2017;2016-1702
00960;FRTE;Orange;01/01/2017;2016-1702
00961;FRTE;Orange;01/01/2017;2016-1702
00962;FRTE;Orange;01/01/2017;2016-1702
00963;FRTE;Orange;01/01/2017;2016-1702
00964;FRTE;Orange;01/01/2017;2016-1702
00965;FRTE;Orange;01/01/2017;2016-1702
00966;FRTE;Orange;01/01/2017;2016-1702
00967;FRTE;Orange;01/01/2017;2016-1702
00968;FRTE;Orange;01/01/2017;2016-1702
00969;FRTE;Orange;01/01/2017;2016-1702
01011;FRTE;Orange;01/01/2017;2016-1702
01012;FRTE;Orange;01/01/2017;2016-1702
01013;FRTE;Orange;01/01/2017;2016-1702
01014;FRTE;Orange;01/01/2017;2016-1702
01015;FRTE;Orange;01/01/2017;2016-1702
01016;FRTE;Orange;01/01/2017;2016-1702
01017;FRTE;Orange;01/01/2017;2016-1702
01018;FRTE;Orange;01/01/2017;2016-1702
01019;FRTE;Orange;01/01/2017;2016-1702
01020;FRTE;Orange;01/01/2017;2016-1702
01021;FRTE;Orange;01/01/2017;2016-1702
01022;FRTE;Orange;01/01/2017;2016-1702
01023;FRTE;Orange;01/01/2017;2016-1702
01024;FRTE;Orange;01/01/2017;2016-1702
01025;FRTE;Orange;01/01/2017;2016-1702
01026;FRTE;Orange;01/01/2017;2016-1702
01027;FRTE;Orange;01/01/2017;2016-1702
01028;FRTE;Orange;01/01/2017;2016-1702
01029;FRTE;Orange;01/01/2017;2016-1702
01030;FRTE;Orange;01/01/2017;2016-1702
01031;FRTE;Orange;01/01/2017;2016-1702
01032;FRTE;Orange;01/01/2017;2016-1702
01033;FRTE;Orange;01/01/2017;2016-1702
01034;FRTE;Orange;01/01/2017;2016-1702
01035;FRTE;Orange;01/01/2017;2016-1702
01036;FRTE;Orange;01/01/2017;2016-1702
01037;FRTE;Orange;01/01/2017;2016-1702
01038;FRTE;Orange;01/01/2017;2016-1702
01039;FRTE;Orange;01/01/2017;2016-1702
01040;FRTE;Orange;01/01/2017;2016-1702
01041;FRTE;Orange;01/01/2017;2016-1702
01042;FRTE;Orange;01/01/2017;2016-1702
01043;FRTE;Orange;01/01/2017;2016-1702
01044;FRTE;Orange;01/01/2017;2016-1702
01045;FRTE;Orange;01/01/2017;2016-1702
01046;FRTE;Orange;01/01/2017;2016-1702
01047;FRTE;Orange;01/01/2017;2016-1702
01048;FRTE;Orange;01/01/2017;2016-1702
01049;FRTE;Orange;01/01/2017;2016-1702
01050;FRTE;Orange;01/01/2017;2016-1702
01051;FRTE;Orange;01/01/2017;2016-1702
01052;FRTE;Orange;01/01/2017;2016-1702
01053;FRTE;Orange;01/01/2017;2016-1702
01054;FRTE;Orange;01/01/2017;2016-1702
01055;FRTE;Orange;01/01/2017;2016-1702
01056;FRTE;Orange;01/01/2017;2016-1702
01057;FRTE;Orange;01/01/2017;2016-1702
01058;FRTE;Orange;01/01/2017;2016-1702
01059;FRTE;Orange;01/01/2017;2016-1702
01060;FRTE;Orange;01/01/2017;2016-1702
01061;FRTE;Orange;01/01/2017;2016-1702
01062;FRTE;Orange;01/01/2017;2016-1702
01063;FRTE;Orange;01/01/2017;2016-1702
01064;FRTE;Orange;01/01/2017;2016-1702
01065;FRTE;Orange;01/01/2017;2016-1702
01066;FRTE;Orange;01/01/2017;2016-1702
01067;FRTE;Orange;01/01/2017;2016-1702
01068;FRTE;Orange;01/01/2017;2016-1702
01069;FRTE;Orange;01/01/2017;2016-1702
01070;FRTE;Orange;01/01/2017;2016-1702
01071;FRTE;Orange;01/01/2017;2016-1702
01072;FRTE;Orange;01/01/2017;2016-1702
01073;FRTE;Orange;01/01/2017;2016-1702
01074;FRTE;Orange;01/01/2017;2016-1702
01075;FRTE;Orange;01/01/2017;2016-1702
01076;FRTE;Orange;01/01/2017;2016-1702
01077;FRTE;Orange;01/01/2017;2016-1702
01078;FRTE;Orange;01/01/2017;2016-1702
01079;FRTE;Orange;01/01/2017;2016-1702
01080;FRTE;Orange;01/01/2017;2016-1702
01081;FRTE;Orange;01/01/2017;2016-1702
01082;FRTE;Orange;01/01/2017;2016-1702
01083;FRTE;Orange;01/01/2017;2016-1702
01084;FRTE;Orange;01/01/2017;2016-1702
01085;FRTE;Orange;01/01/2017;2016-1702
01086;FRTE;Orange;01/01/2017;2016-1702
01087;FRTE;Orange;01/01/2017;2016-1702
01088;FRTE;Orange;01/01/2017;2016-1702
01089;FRTE;Orange;01/01/2017;2016-1702
01090;FRTE;Orange;01/01/2017;2016-1702
01091;FRTE;Orange;01/01/2017;2016-1702
01092;FRTE;Orange;01/01/2017;2016-1702
01093;FRTE;Orange;01/01/2017;2016-1702
01094;FRTE;Orange;01/01/2017;2016-1702
01095;FRTE;Orange;01/01/2017;2016-1702
01096;FRTE;Orange;01/01/2017;2016-1702
01097;FRTE;Orange;01/01/2017;2016-1702
01098;FRTE;Orange;01/01/2017;2016-1702
01099;FRTE;Orange;01/01/2017;2016-1702
01100;FRTE;Orange;01/01/2017;2016-1702
01101;FRTE;Orange;01/01/2017;2016-1702
01102;FRTE;Orange;01/01/2017;2016-1702
01103;FRTE;Orange;01/01/2017;2016-1702
01104;FRTE;Orange;01/01/2017;2016-1702
01105;FRTE;Orange;01/01/2017;2016-1702
01106;FRTE;Orange;01/01/2017;2016-1702
01107;FRTE;Orange;01/01/2017;2016-1702
01108;FRTE;Orange;01/01/2017;2016-1702
01109;FRTE;Orange;01/01/2017;2016-1702
01110;FRTE;Orange;01/01/2017;2016-1702
01111;FRTE;Orange;01/01/2017;2016-1702
01112;FRTE;Orange;01/01/2017;2016-1702
01113;FRTE;Orange;01/01/2017;2016-1702
01114;FRTE;Orange;01/01/2017;2016-1702
01115;FRTE;Orange;01/01/2017;2016-1702
01116;FRTE;Orange;01/01/2017;2016-1702
01117;FRTE;Orange;01/01/2017;2016-1702
01118;FRTE;Orange;01/01/2017;2016-1702
01119;FRTE;Orange;01/01/2017;2016-1702
01120;FRTE;Orange;01/01/2017;2016-1702
01121;FRTE;Orange;01/01/2017;2016-1702
01122;FRTE;Orange;01/01/2017;2016-1702
01123;FRTE;Orange;01/01/2017;2016-1702
01124;FRTE;Orange;01/01/2017;2016-1702
01125;FRTE;Orange;01/01/2017;2016-1702
01126;FRTE;Orange;01/01/2017;2016-1702
01127;FRTE;Orange;01/01/2017;2016-1702
01128;FRTE;Orange;01/01/2017;2016-1702
01129;FRTE;Orange;01/01/2017;2016-1702
01130;FRTE;Orange;01/01/2017;2016-1702
01131;FRTE;Orange;01/01/2017;2016-1702
01132;FRTE;Orange;01/01/2017;2016-1702
01133;FRTE;Orange;01/01/2017;2016-1702
01134;FRTE;Orange;01/01/2017;2016-1702
01135;FRTE;Orange;01/01/2017;2016-1702
01136;FRTE;Orange;01/01/2017;2016-1702
01137;FRTE;Orange;01/01/2017;2016-1702
01138;FRTE;Orange;01/01/2017;2016-1702
01139;FRTE;Orange;01/01/2017;2016-1702
01140;FRTE;Orange;01/01/2017;2016-1702
01141;FRTE;Orange;01/01/2017;2016-1702
01142;FRTE;Orange;01/01/2017;2016-1702
01143;FRTE;Orange;01/01/2017;2016-1702
01144;FRTE;Orange;01/01/2017;2016-1702
01145;FRTE;Orange;01/01/2017;2016-1702
01146;FRTE;Orange;01/01/2017;2016-1702
01147;FRTE;Orange;01/01/2017;2016-1702
01148;FRTE;Orange;01/01/2017;2016-1702
01149;FRTE;Orange;01/01/2017;2016-1702
01150;FRTE;Orange;01/01/2017;2016-1702
01151;FRTE;Orange;01/01/2017;2016-1702
01152;FRTE;Orange;01/01/2017;2016-1702
01153;FRTE;Orange;01/01/2017;2016-1702
01154;FRTE;Orange;01/01/2017;2016-1702
01155;FRTE;Orange;01/01/2017;2016-1702
01156;FRTE;Orange;01/01/2017;2016-1702
01157;FRTE;Orange;01/01/2017;2016-1702
01158;FRTE;Orange;01/01/2017;2016-1702
01159;FRTE;Orange;01/01/2017;2016-1702
01160;FRTE;Orange;01/01/2017;2016-1702
01161;FRTE;Orange;01/01/2017;2016-1702
01162;FRTE;Orange;01/01/2017;2016-1702
01163;FRTE;Orange;01/01/2017;2016-1702
01164;FRTE;Orange;01/01/2017;2016-1702
01165;FRTE;Orange;01/01/2017;2016-1702
01166;FRTE;Orange;01/01/2017;2016-1702
01167;FRTE;Orange;01/01/2017;2016-1702
01168;FRTE;Orange;01/01/2017;2016-1702
01169;FRTE;Orange;01/01/2017;2016-1702
01170;FRTE;Orange;01/01/2017;2016-1702
01171;FRTE;Orange;01/01/2017;2016-1702
01172;FRTE;Orange;01/01/2017;2016-1702
01173;FRTE;Orange;01/01/2017;2016-1702
01174;FRTE;Orange;01/01/2017;2016-1702
01175;FRTE;Orange;01/01/2017;2016-1702
01176;FRTE;Orange;01/01/2017;2016-1702
01177;FRTE;Orange;01/01/2017;2016-1702
01178;FRTE;Orange;01/01/2017;2016-1702
01179;FRTE;Orange;01/01/2017;2016-1702
01180;FRTE;Orange;01/01/2017;2016-1702
01181;FRTE;Orange;01/01/2017;2016-1702
01182;FRTE;Orange;01/01/2017;2016-1702
01183;FRTE;Orange;01/01/2017;2016-1702
01184;FRTE;Orange;01/01/2017;2016-1702
01185;FRTE;Orange;01/01/2017;2016-1702
01186;FRTE;Orange;01/01/2017;2016-1702
01187;FRTE;Orange;01/01/2017;2016-1702
01188;FRTE;Orange;01/01/2017;2016-1702
01189;FRTE;Orange;01/01/2017;2016-1702
01190;FRTE;Orange;01/01/2017;2016-1702
01191;FRTE;Orange;01/01/2017;2016-1702
01192;FRTE;Orange;01/01/2017;2016-1702
01193;FRTE;Orange;01/01/2017;2016-1702
01194;FRTE;Orange;01/01/2017;2016-1702
01195;FRTE;Orange;01/01/2017;2016-1702
01196;FRTE;Orange;01/01/2017;2016-1702
01197;FRTE;Orange;01/01/2017;2016-1702
01198;FRTE;Orange;01/01/2017;2016-1702
01199;FRTE;Orange;01/01/2017;2016-1702
01200;FRTE;Orange;01/01/2017;2016-1702
01201;FRTE;Orange;01/01/2017;2016-1702
01202;FRTE;Orange;01/01/2017;2016-1702
01203;FRTE;Orange;01/01/2017;2016-1702
01204;FRTE;Orange;01/01/2017;2016-1702
01205;FRTE;Orange;01/01/2017;2016-1702
01206;FRTE;Orange;01/01/2017;2016-1702
01207;FRTE;Orange;01/01/2017;2016-1702
01208;FRTE;Orange;01/01/2017;2016-1702
01209;FRTE;Orange;01/01/2017;2016-1702
01210;FRTE;Orange;01/01/2017;2016-1702
01211;FRTE;Orange;01/01/2017;2016-1702
01212;FRTE;Orange;01/01/2017;2016-1702
01213;FRTE;Orange;01/01/2017;2016-1702
01214;FRTE;Orange;01/01/2017;2016-1702
01215;FRTE;Orange;01/01/2017;2016-1702
01216;FRTE;Orange;01/01/2017;2016-1702
01217;FRTE;Orange;01/01/2017;2016-1702
01218;FRTE;Orange;01/01/2017;2016-1702
01219;FRTE;Orange;01/01/2017;2016-1702
01220;FRTE;Orange;01/01/2017;2016-1702
01221;FRTE;Orange;01/01/2017;2016-1702
01222;FRTE;Orange;01/01/2017;2016-1702
01223;FRTE;Orange;01/01/2017;2016-1702
01224;FRTE;Orange;01/01/2017;2016-1702
01225;FRTE;Orange;01/01/2017;2016-1702
01226;FRTE;Orange;01/01/2017;2016-1702
01227;FRTE;Orange;01/01/2017;2016-1702
01228;FRTE;Orange;01/01/2017;2016-1702
01229;FRTE;Orange;01/01/2017;2016-1702
01230;FRTE;Orange;01/01/2017;2016-1702
01231;FRTE;Orange;01/01/2017;2016-1702
